Date,Close
2014-12-31,2.1700000762939453
2015-01-02,2.122999906539917
2015-01-05,2.0390000343322754
2015-01-06,1.9630000591278076
2015-01-07,1.9539999961853027
2015-01-08,2.0160000324249268
2015-01-09,1.9709999561309814
2015-01-12,1.9119999408721924
2015-01-13,1.8899999856948853
2015-01-14,1.8370000123977661
2015-01-15,1.774999976158142
2015-01-16,1.815000057220459
2015-01-20,1.8070000410079956
2015-01-21,1.8530000448226929
2015-01-22,1.8960000276565552
2015-01-23,1.8170000314712524
2015-01-26,1.8279999494552612
2015-01-27,1.8250000476837158
2015-01-28,1.7239999771118164
2015-01-29,1.7510000467300415
2015-01-30,1.6749999523162842
2015-02-02,1.6729999780654907
2015-02-03,1.7799999713897705
2015-02-04,1.7970000505447388
2015-02-05,1.815000057220459
2015-02-06,1.937999963760376
2015-02-09,1.9479999542236328
2015-02-10,1.9910000562667847
2015-02-11,1.9880000352859497
2015-02-12,1.9859999418258667
2015-02-13,2.0209999084472656
2015-02-17,2.1449999809265137
2015-02-18,2.065999984741211
2015-02-19,2.11299991607666
2015-02-20,2.132999897003174
2015-02-23,2.059000015258789
2015-02-24,1.9880000352859497
2015-02-25,1.968999981880188
2015-02-26,2.0160000324249268
2015-02-27,2.002000093460083
2015-03-02,2.0840001106262207
2015-03-03,2.121999979019165
2015-03-04,2.122999906539917
2015-03-05,2.111999988555908
2015-03-06,2.240000009536743
2015-03-09,2.194999933242798
2015-03-10,2.125999927520752
2015-03-11,2.1089999675750732
2015-03-12,2.0959999561309814
2015-03-13,2.111999988555908
2015-03-16,2.0980000495910645
2015-03-17,2.058000087738037
2015-03-18,1.9509999752044678
2015-03-19,1.9769999980926514
2015-03-20,1.9299999475479126
2015-03-23,1.9149999618530273
2015-03-24,1.878000020980835
2015-03-25,1.9199999570846558
2015-03-26,2.006999969482422
2015-03-27,1.9479999542236328
2015-03-30,1.9630000591278076
2015-03-31,1.934000015258789
2015-04-01,1.8680000305175781
2015-04-02,1.9040000438690186
2015-04-06,1.9040000438690186
2015-04-07,1.8930000066757202
2015-04-08,1.8949999809265137
2015-04-09,1.9579999446868896
2015-04-10,1.9509999752044678
2015-04-13,1.9390000104904175
2015-04-14,1.9040000438690186
2015-04-15,1.899999976158142
2015-04-16,1.878000020980835
2015-04-17,1.850000023841858
2015-04-20,1.8949999809265137
2015-04-21,1.9160000085830688
2015-04-22,1.972000002861023
2015-04-23,1.9470000267028809
2015-04-24,1.9170000553131104
2015-04-27,1.9240000247955322
2015-04-28,1.9730000495910645
2015-04-29,2.0350000858306885
2015-04-30,2.0460000038146973
2015-05-01,2.117000102996826
2015-05-04,2.134999990463257
2015-05-05,2.1760001182556152
2015-05-06,2.240000009536743
2015-05-07,2.184000015258789
2015-05-08,2.1500000953674316
2015-05-11,2.2739999294281006
2015-05-12,2.259999990463257
2015-05-13,2.2820000648498535
2015-05-14,2.239000082015991
2015-05-15,2.1410000324249268
2015-05-18,2.2279999256134033
2015-05-19,2.26200008392334
2015-05-20,2.250999927520752
2015-05-21,2.184999942779541
2015-05-22,2.2149999141693115
2015-05-26,2.13700008392334
2015-05-27,2.134999990463257
2015-05-28,2.130000114440918
2015-05-29,2.0950000286102295
2015-06-01,2.191999912261963
2015-06-02,2.2660000324249268
2015-06-03,2.365999937057495
2015-06-04,2.306999921798706
2015-06-05,2.4019999504089355
2015-06-08,2.38100004196167
2015-06-09,2.4170000553131104
2015-06-10,2.4779999256134033
2015-06-11,2.382999897003174
2015-06-12,2.384999990463257
2015-06-15,2.3580000400543213
2015-06-16,2.318000078201294
2015-06-17,2.305999994277954
2015-06-18,2.3510000705718994
2015-06-19,2.2669999599456787
2015-06-22,2.359999895095825
2015-06-23,2.4089999198913574
2015-06-24,2.371000051498413
2015-06-25,2.3929998874664307
2015-06-26,2.4760000705718994
2015-06-29,2.3310000896453857
2015-06-30,2.3350000381469727
2015-07-01,2.4179999828338623
2015-07-02,2.3929998874664307
2015-07-06,2.2780001163482666
2015-07-07,2.2309999465942383
2015-07-08,2.2060000896453857
2015-07-09,2.3010001182556152
2015-07-10,2.4170000553131104
2015-07-13,2.430000066757202
2015-07-14,2.3989999294281006
2015-07-15,2.3499999046325684
2015-07-16,2.3519999980926514
2015-07-17,2.3489999771118164
2015-07-20,2.371999979019165
2015-07-21,2.3399999141693115
2015-07-22,2.322000026702881
2015-07-23,2.2769999504089355
2015-07-24,2.2709999084472656
2015-07-27,2.2279999256134033
2015-07-28,2.25
2015-07-29,2.2790000438690186
2015-07-30,2.2679998874664307
2015-07-31,2.2049999237060547
2015-08-03,2.1500000953674316
2015-08-04,2.2109999656677246
2015-08-05,2.2679998874664307
2015-08-06,2.2339999675750732
2015-08-07,2.174999952316284
2015-08-10,2.23799991607666
2015-08-11,2.13700008392334
2015-08-12,2.130000114440918
2015-08-13,2.188999891281128
2015-08-14,2.196000099182129
2015-08-17,2.1500000953674316
2015-08-18,2.196000099182129
2015-08-19,2.128999948501587
2015-08-20,2.0840001106262207
2015-08-21,2.053999900817871
2015-08-24,1.996999979019165
2015-08-25,2.132999897003174
2015-08-26,2.171999931335449
2015-08-27,2.1679999828338623
2015-08-28,2.186000108718872
2015-08-31,2.200000047683716
2015-09-01,2.171999931335449
2015-09-02,2.193000078201294
2015-09-03,2.1679999828338623
2015-09-04,2.128000020980835
2015-09-08,2.194000005722046
2015-09-09,2.180999994277954
2015-09-10,2.2219998836517334
